6.6571426,.1502146
6.4364638,.15536481
6.1968088,.16137338
5.9137053,.16909872
5.7389164,.17424892
5.574163,.17939913
5.3196349,.18798283
4.9364405,.20257512
4.4465647,.22489271
4.0172415,.24892704
3.7459807,.26695278
3.467262,.288412
3.1830602,.31416309
2.9124999,.34334764
2.6477273,.37768242
2.3535354,.42489269
2.12204,.47124466
2.0051637,.49871242
1.9224423,.52017164
1.8492063,.54077256
1.7759147,.56309009
1.70073,.58798283
1.6362361,.61115879
1.5574865,.6420601
1.4859693,.67296141
1.4070048,.71072966
1.3869047,.72103006
1.3609813,.73476392
1.3593932,.73562229
1.3299087,.75193131
1.3104612,.76309013
1.2887168,.77596569
1.2760131,.78369099
1.2540365,.79742491
1.221174,.81888413
1.1912065,.83948499
1.165,.85836911
1.1332685,.88240343
1.112703,.8987124
1.0887851,.91845495
1.0678277,.9364807
1.0448431,.95708156
1.0210342,.97939914
1.0183567,.98197424
1,1
.97164303,1.0291846
.95727199,1.0446352
.94869703,1.0540773
.93051118,1.0746781
.91516101,1.0927039
